,0,1
634,634,634
635,635,635
636,636,636
637,637,637
638,638,638
639,639,639
640,640,640
641,641,641
642,642,642
643,643,643
644,644,644
645,645,645
646,646,646
647,647,647
648,648,648
649,649,649
650,650,650
651,651,651
652,652,652
653,653,653
654,654,654
655,655,655
656,656,656
657,657,657
658,658,658
659,659,659
660,660,660
661,661,661
662,662,662
663,663,663
664,664,664
665,665,665
666,666,666
667,667,667
668,668,668
669,669,669
670,670,670
671,671,671
672,672,672
673,673,673
674,674,674
675,675,675
676,676,676
677,677,677
678,678,678
679,679,679
680,680,680
681,681,681
682,682,682
683,683,683
684,684,684
685,685,685
686,686,686
687,687,687
688,688,688
689,689,689
690,690,690
691,691,691
692,692,692
693,693,693
694,694,694
695,695,695
696,696,696
697,697,697
698,698,698
699,699,699
700,700,700
701,701,701
702,702,702
703,703,703
704,704,704
705,705,705
706,706,706
707,707,707
708,708,708
709,709,709
710,710,710
711,711,711
712,712,712
713,713,713
714,714,714
715,715,715
716,716,716
717,717,717
718,718,718
719,719,719
720,720,720
721,721,721
722,722,722
723,723,723
724,724,724
725,725,725
726,726,726
727,727,727
728,728,728
729,729,729
730,730,730
731,731,731
732,732,732
733,733,733
734,734,734
735,735,735
736,736,736
737,737,737
738,738,738
739,739,739
740,740,740
741,741,741
742,742,742
743,743,743
744,744,744
745,745,745
746,746,746
747,747,747
748,748,748
749,749,749
750,750,750
751,751,751
752,752,752
753,753,753
754,754,754
755,755,755
756,756,756
757,757,757
758,758,758
759,759,759
760,760,760
761,761,761
762,762,762
763,763,763
764,764,764
765,765,765
766,766,766
767,767,767
768,768,768
769,769,769
770,770,770
771,771,771
772,772,772
773,773,773
774,774,774
775,775,775
776,776,776
777,777,777
778,778,778
779,779,779
780,780,780
781,781,781
782,782,782
783,783,783
784,784,784
785,785,785
786,786,786
787,787,787
788,788,788
789,789,789
790,790,790
791,791,791
792,792,792
793,793,793
794,794,794
795,795,795
796,796,796
797,797,797
798,798,798
799,799,799
800,800,800
801,801,801
802,802,802
803,803,803
804,804,804
805,805,805
806,806,806
807,807,807
808,808,808
809,809,809
810,810,810
811,811,811
812,812,812
813,813,813
814,814,814
815,815,815
816,816,816
817,817,817
818,818,818
819,819,819
820,820,820
821,821,821
822,822,822
823,823,823
824,824,824
825,825,825
826,826,826
827,827,827
828,828,828
829,829,829
830,830,830
831,831,831
832,832,832
833,833,833
834,834,834
835,835,835
836,836,836
837,837,837
838,838,838
839,839,839
840,840,840
841,841,841
842,842,842
843,843,843
844,844,844
845,845,845
846,846,846
847,847,847
848,848,848
849,849,849
850,850,850
851,851,851
852,852,852
853,853,853
854,854,854
855,855,855
856,856,856
857,857,857
858,858,858
859,859,859
860,860,860
861,861,861
862,862,862
863,863,863
864,864,864
865,865,865
866,866,866
867,867,867
868,868,868
869,869,869
870,870,870
871,871,871
872,872,872
873,873,873
874,874,874
875,875,875
876,876,876
877,877,877
878,878,878
879,879,879
880,880,880
881,881,881
882,882,882
883,883,883
884,884,884
885,885,885
886,886,886
887,887,887
888,888,888
889,889,889
890,890,890
891,891,891
892,892,892
893,893,893
894,894,894
895,895,895
896,896,896
897,897,897
898,898,898
899,899,899
900,900,900
901,901,901
902,902,902
903,903,903
904,904,904
905,905,905
906,906,906
907,907,907
908,908,908
909,909,909
910,910,910
911,911,911
912,912,912
913,913,913
914,914,914
915,915,915
916,916,916
917,917,917
918,918,918
919,919,919
920,920,920
921,921,921
922,922,922
923,923,923
924,924,924
925,925,925
926,926,926
927,927,927
928,928,928
929,929,929
930,930,930
931,931,931
932,932,932
933,933,933
934,934,934
935,935,935
936,936,936
937,937,937
938,938,938
939,939,939
940,940,940
941,941,941
942,942,942
943,943,943
944,944,944
945,945,945
946,946,946
947,947,947
948,948,948
949,949,949
950,950,950
951,951,951
952,952,952
953,953,953
954,954,954
955,955,955
956,956,956
957,957,957
958,958,958
959,959,959
960,960,960
961,961,961
962,962,962
963,963,963
964,964,964
965,965,965
966,966,966
967,967,967
968,968,968
969,969,969
970,970,970
971,971,971
972,972,972
973,973,973
974,974,974
975,975,975
976,976,976
977,977,977
978,978,978
979,979,979
980,980,980
981,981,981
982,982,982
983,983,983
984,984,984
985,985,985
986,986,986
987,987,987
988,988,988
989,989,989
990,990,990
991,991,991
992,992,992
993,993,993
994,994,994
995,995,995
996,996,996
997,997,997
998,998,998
999,999,999
1000,1000,1000
1001,1001,1001
1002,1002,1002
1003,1003,1003
1004,1004,1004
1005,1005,1005
1006,1006,1006
1007,1007,1007
1008,1008,1008
1009,1009,1009
1010,1010,1010
1011,1011,1011
1012,1012,1012
1013,1013,1013
1014,1014,1014
1015,1015,1015
1016,1016,1016
1017,1017,1017
1018,1018,1018
1019,1019,1019
1020,1020,1020
1021,1021,1021
1022,1022,1022
1023,1023,1023
1024,1024,1024
1025,1025,1025
1026,1026,1026
1027,1027,1027
1028,1028,1028
1029,1029,1029
1030,1030,1030
1031,1031,1031
1032,1032,1032
1033,1033,1033
1034,1034,1034
1035,1035,1035
1036,1036,1036
1037,1037,1037
1038,1038,1038
1039,1039,1039
1040,1040,1040
1041,1041,1041
1042,1042,1042
1043,1043,1043
1044,1044,1044
1045,1045,1045
1046,1046,1046
1047,1047,1047
1048,1048,1048
1049,1049,1049
1050,1050,1050
1051,1051,1051
1052,1052,1052
1053,1053,1053
1054,1054,1054
1055,1055,1055
1056,1056,1056
1057,1057,1057
1058,1058,1058
1059,1059,1059
1060,1060,1060
1061,1061,1061
1062,1062,1062
1063,1063,1063
1064,1064,1064
1065,1065,1065
1066,1066,1066
1067,1067,1067
1068,1068,1068
1069,1069,1069
1070,1070,1070
1071,1071,1071
1072,1072,1072
1073,1073,1073
1074,1074,1074
1075,1075,1075
1076,1076,1076
1077,1077,1077
1078,1078,1078
1079,1079,1079
1080,1080,1080
1081,1081,1081
1082,1082,1082
1083,1083,1083
1084,1084,1084
1085,1085,1085
1086,1086,1086
1087,1087,1087
1088,1088,1088
1089,1089,1089
1090,1090,1090
1091,1091,1091
1092,1092,1092
1093,1093,1093
1094,1094,1094
1095,1095,1095
1096,1096,1096
1097,1097,1097
1098,1098,1098
1099,1099,1099
1100,1100,1100
1101,1101,1101
1102,1102,1102
1103,1103,1103
1104,1104,1104
1105,1105,1105
1106,1106,1106
1107,1107,1107
1108,1108,1108
1109,1109,1109
1110,1110,1110
1111,1111,1111
1112,1112,1112
1113,1113,1113
1114,1114,1114
1115,1115,1115
1116,1116,1116
1117,1117,1117
1118,1118,1118
1119,1119,1119
1120,1120,1120
1121,1121,1121
1122,1122,1122
1123,1123,1123
1124,1124,1124
1125,1125,1125
1126,1126,1126
1127,1127,1127
1128,1128,1128
1129,1129,1129
1130,1130,1130
1131,1131,1131
1132,1132,1132
1133,1133,1133
1134,1134,1134
1135,1135,1135
1136,1136,1136
1137,1137,1137
1138,1138,1138
1139,1139,1139
1140,1140,1140
1141,1141,1141
1142,1142,1142
1143,1143,1143
1144,1144,1144
1145,1145,1145
1146,1146,1146
1147,1147,1147
1148,1148,1148
1149,1149,1149
1150,1150,1150
1151,1151,1151
1152,1152,1152
1153,1153,1153
1154,1154,1154
1155,1155,1155
1156,1156,1156
1157,1157,1157
1158,1158,1158
1159,1159,1159
1160,1160,1160
1161,1161,1161
1162,1162,1162
1163,1163,1163
1164,1164,1164
1165,1165,1165
1166,1166,1166
1167,1167,1167
1168,1168,1168
1169,1169,1169
1170,1170,1170
1171,1171,1171
1172,1172,1172
1173,1173,1173
1174,1174,1174
1175,1175,1175
1176,1176,1176
1177,1177,1177
1178,1178,1178
1179,1179,1179
1180,1180,1180
1181,1181,1181
1182,1182,1182
1183,1183,1183
1184,1184,1184
1185,1185,1185
1186,1186,1186
1187,1187,1187
1188,1188,1188
1189,1189,1189
1190,1190,1190
1191,1191,1191
1192,1192,1192
1193,1193,1193
1194,1194,1194
1195,1195,1195
1196,1196,1196
1197,1197,1197
1198,1198,1198
1199,1199,1199
1200,1200,1200
1201,1201,1201
1202,1202,1202
1203,1203,1203
1204,1204,1204
1205,1205,1205
1206,1206,1206
1207,1207,1207
1208,1208,1208
1209,1209,1209
1210,1210,1210
1211,1211,1211
1212,1212,1212
1213,1213,1213
1214,1214,1214
1215,1215,1215
1216,1216,1216
1217,1217,1217
1218,1218,1218
1219,1219,1219
1220,1220,1220
1221,1221,1221
1222,1222,1222
1223,1223,1223
1224,1224,1224
1225,1225,1225
1226,1226,1226
1227,1227,1227
1228,1228,1228
1229,1229,1229
1230,1230,1230
1231,1231,1231
1232,1232,1232
1233,1233,1233
1234,1234,1234
1235,1235,1235
1236,1236,1236
1237,1237,1237
1238,1238,1238
1239,1239,1239
1240,1240,1240
1241,1241,1241
1242,1242,1242
1243,1243,1243
1244,1244,1244
1245,1245,1245
1246,1246,1246
1247,1247,1247
1248,1248,1248
1249,1249,1249
1250,1250,1250
1251,1251,1251
1252,1252,1252
1253,1253,1253
1254,1254,1254
1255,1255,1255
1256,1256,1256
1257,1257,1257
1258,1258,1258
1259,1259,1259
1260,1260,1260
1261,1261,1261
1262,1262,1262
1263,1263,1263
1264,1264,1264
1265,1265,1265
1266,1266,1266
1267,1267,1267
1268,1268,1268
1269,1269,1269
1270,1270,1270
1271,1271,1271
1272,1272,1272
1273,1273,1273
1274,1274,1274
1275,1275,1275
1276,1276,1276
1277,1277,1277
1278,1278,1278
1279,1279,1279
1280,1280,1280
1281,1281,1281
1282,1282,1282
1283,1283,1283
1284,1284,1284
1285,1285,1285
1286,1286,1286
1287,1287,1287
1288,1288,1288
1289,1289,1289
1290,1290,1290
1291,1291,1291
1292,1292,1292
1293,1293,1293
1294,1294,1294
1295,1295,1295
1296,1296,1296
1297,1297,1297
1298,1298,1298
1299,1299,1299
1300,1300,1300
1301,1301,1301
1302,1302,1302
1303,1303,1303
1304,1304,1304
1305,1305,1305
1306,1306,1306
1307,1307,1307
1308,1308,1308
1309,1309,1309
1310,1310,1310
1311,1311,1311
1312,1312,1312
1313,1313,1313
1314,1314,1314
1315,1315,1315
1316,1316,1316
1317,1317,1317
1318,1318,1318
1319,1319,1319
1320,1320,1320
1321,1321,1321
1322,1322,1322
1323,1323,1323
1324,1324,1324
1325,1325,1325
1326,1326,1326
1327,1327,1327
1328,1328,1328
1329,1329,1329
1330,1330,1330
1331,1331,1331
1332,1332,1332
1333,1333,1333
1334,1334,1334
1335,1335,1335
1336,1336,1336
1337,1337,1337
1338,1338,1338
1339,1339,1339
1340,1340,1340
1341,1341,1341
1342,1342,1342
1343,1343,1343
1344,1344,1344
1345,1345,1345
1346,1346,1346
1347,1347,1347
1348,1348,1348
1349,1349,1349
1350,1350,1350
1351,1351,1351
1352,1352,1352
1353,1353,1353
1354,1354,1354
1355,1355,1355
1356,1356,1356
1357,1357,1357
1358,1358,1358
1359,1359,1359
1360,1360,1360
1361,1361,1361
1362,1362,1362
1363,1363,1363
1364,1364,1364
1365,1365,1365
1366,1366,1366
1367,1367,1367
1368,1368,1368
1369,1369,1369
1370,1370,1370
1371,1371,1371
1372,1372,1372
1373,1373,1373
1374,1374,1374
1375,1375,1375
1376,1376,1376
1377,1377,1377
1378,1378,1378
1379,1379,1379
1380,1380,1380
1381,1381,1381
1382,1382,1382
1383,1383,1383
1384,1384,1384
1385,1385,1385
1386,1386,1386
1387,1387,1387
1388,1388,1388
1389,1389,1389
1390,1390,1390
1391,1391,1391
1392,1392,1392
1393,1393,1393
1394,1394,1394
1395,1395,1395
1396,1396,1396
1397,1397,1397
1398,1398,1398
1399,1399,1399
1400,1400,1400
1401,1401,1401
1402,1402,1402
1403,1403,1403
1404,1404,1404
1405,1405,1405
1406,1406,1406
1407,1407,1407
1408,1408,1408
1409,1409,1409
1410,1410,1410
1411,1411,1411
1412,1412,1412
1413,1413,1413
1414,1414,1414
1415,1415,1415
1416,1416,1416
1417,1417,1417
1418,1418,1418
1419,1419,1419
1420,1420,1420
1421,1421,1421
1422,1422,1422
1423,1423,1423
1424,1424,1424
1425,1425,1425
1426,1426,1426
1427,1427,1427
1428,1428,1428
1429,1429,1429
1430,1430,1430
1431,1431,1431
1432,1432,1432
1433,1433,1433
1434,1434,1434
1435,1435,1435
1436,1436,1436
1437,1437,1437
1438,1438,1438
1439,1439,1439
1440,1440,1440
1441,1441,1441
1442,1442,1442
1443,1443,1443
1444,1444,1444
1445,1445,1445
1446,1446,1446
1447,1447,1447
1448,1448,1448
1449,1449,1449
1450,1450,1450
1451,1451,1451
1452,1452,1452
1453,1453,1453
1454,1454,1454
1455,1455,1455
1456,1456,1456
1457,1457,1457
1458,1458,1458
1459,1459,1459
1460,1460,1460
1461,1461,1461
1462,1462,1462
1463,1463,1463
1464,1464,1464
1465,1465,1465
1466,1466,1466
1467,1467,1467
1468,1468,1468
1469,1469,1469
1470,1470,1470
1471,1471,1471
1472,1472,1472
1473,1473,1473
1474,1474,1474
1475,1475,1475
1476,1476,1476
1477,1477,1477
1478,1478,1478
1479,1479,1479
1480,1480,1480
1481,1481,1481
1482,1482,1482
1483,1483,1483
1484,1484,1484
1485,1485,1485
1486,1486,1486
1487,1487,1487
1488,1488,1488
1489,1489,1489
1490,1490,1490
1491,1491,1491
1492,1492,1492
1493,1493,1493
1494,1494,1494
1495,1495,1495
1496,1496,1496
1497,1497,1497
1498,1498,1498
1499,1499,1499
1500,1500,1500
1501,1501,1501
1502,1502,1502
1503,1503,1503
1504,0,50
1505,50,0
1506,0,386
1507,386,0
1508,0,959
1509,959,0
1510,0,1080
1511,1080,0
1512,0,1453
1513,1453,0
1514,1,84
1515,84,1
1516,1,450
1517,450,1
1518,1,683
1519,683,1
1520,1,742
1521,742,1
1522,1,838
1523,838,1
1524,1,949
1525,949,1
1526,1,1236
1527,1236,1
1528,2,323
1529,323,2
1530,2,587
1531,587,2
1532,2,708
1533,708,2
1534,2,937
1535,937,2
1536,2,1320
1537,1320,2
1538,2,1354
1539,1354,2
1540,3,172
1541,172,3
1542,3,274
1543,274,3
1544,3,364
1545,364,3
1546,3,466
1547,466,3
1548,3,498
1549,498,3
1550,3,511
1551,511,3
1552,3,814
1553,814,3
1554,3,955
1555,955,3
1556,3,1121
1557,1121,3
1558,3,1193
1559,1193,3
1560,3,1467
1561,1467,3
1562,4,389
1563,389,4
1564,4,1121
1565,1121,4
1566,4,1184
1567,1184,4
1568,4,1308
1569,1308,4
1570,4,1409
1571,1409,4
1572,4,1422
1573,1422,4
1574,5,174
1575,174,5
1576,5,479
1577,479,5
1578,5,489
1579,489,5
1580,5,914
1581,914,5
1582,5,1244
1583,1244,5
1584,5,1300
1585,1300,5
1586,5,1316
1587,1316,5
1588,5,1481
1589,1481,5
1590,6,155
1591,155,6
1592,6,225
1593,225,6
1594,6,281
1595,281,6
1596,6,378
1597,378,6
1598,6,569
1599,569,6
1600,7,1020
1601,1020,7
1602,7,1255
1603,1255,7
1604,8,303
1605,303,8
1606,8,515
1607,515,8
1608,8,555
1609,555,8
1610,8,818
1611,818,8
1612,8,904
1613,904,8
1614,8,994
1615,994,8
1616,9,363
1617,363,9
1618,9,769
1619,769,9
1620,9,865
1621,865,9
1622,9,919
1623,919,9
1624,9,1205
1625,1205,9
1626,9,1302
1627,1302,9
1628,10,175
1629,175,10
1630,10,276
1631,276,10
1632,10,334
1633,334,10
1634,10,1146
1635,1146,10
1636,11,334
1637,334,11
1638,11,581
1639,581,11
1640,11,958
1641,958,11
1642,11,1177
1643,1177,11
1644,11,1211
1645,1211,11
1646,12,46
1647,46,12
1648,12,899
1649,899,12
1650,12,915
1651,915,12
1652,12,1078
1653,1078,12
1654,12,1311
1655,1311,12
1656,12,1392
1657,1392,12
1658,13,219
1659,219,13
1660,13,249
1661,249,13
1662,13,995
1663,995,13
1664,13,1043
1665,1043,13
1666,13,1253
1667,1253,13
1668,14,194
1669,194,14
1670,14,471
1671,471,14
1672,14,1380
1673,1380,14
1674,14,1387
1675,1387,14
1676,14,1395
1677,1395,14
1678,15,211
1679,211,15
1680,15,758
1681,758,15
1682,15,1140
1683,1140,15
1684,15,1364
1685,1364,15
1686,16,79
1687,79,16
1688,16,348
1689,348,16
1690,16,388
1691,388,16
1692,16,713
1693,713,16
1694,16,869
1695,869,16
1696,16,1022
1697,1022,16
1698,16,1293
1699,1293,16
1700,17,337
1701,337,17
1702,17,741
1703,741,17
1704,17,1163
1705,1163,17
1706,17,1234
1707,1234,17
1708,17,1465
1709,1465,17
1710,18,24
1711,24,18
1712,18,131
1713,131,18
1714,18,151
1715,151,18
1716,18,405
1717,405,18
1718,18,779
1719,779,18
1720,19,124
1721,124,19
1722,19,142
1723,142,19
1724,19,143
1725,143,19
1726,19,200
1727,200,19
1728,19,319
1729,319,19
1730,19,401
1731,401,19
1732,19,429
1733,429,19
1734,19,544
1735,544,19
1736,19,606
1737,606,19
1738,19,782
1739,782,19
1740,19,805
1741,805,19
1742,19,1271
1743,1271,19
1744,19,1441
1745,1441,19
1746,20,212
1747,212,20
1748,20,282
1749,282,20
1750,20,452
1751,452,20
1752,20,882
1753,882,20
1754,20,1278
1755,1278,20
1756,21,25
1757,25,21
1758,21,78
1759,78,21
1760,21,611
1761,611,21
1762,21,628
1763,628,21
1764,21,951
1765,951,21
1766,21,1362
1767,1362,21
1768,22,135
1769,135,22
1770,22,196
1771,196,22
1772,22,583
1773,583,22
1774,22,1224
1775,1224,22
1776,23,164
1777,164,23
1778,23,169
1779,169,23
1780,23,226
1781,226,23
1782,23,500
1783,500,23
1784,23,910
1785,910,23
1786,23,1061
1787,1061,23
1788,23,1156
1789,1156,23
1790,24,151
1791,151,24
1792,24,358
1793,358,24
1794,24,405
1795,405,24
1796,24,987
1797,987,24
1798,25,78
1799,78,25
1800,25,963
1801,963,25
1802,25,1358
1803,1358,25
1804,25,1362
1805,1362,25
1806,26,464
1807,464,26
1808,26,475
1809,475,26
1810,26,578
1811,578,26
1812,26,1101
1813,1101,26
1814,26,1376
1815,1376,26
1816,26,1388
1817,1388,26
1818,27,155
1819,155,27
1820,27,225
1821,225,27
1822,27,281
1823,281,27
1824,27,304
1825,304,27
1826,27,435
1827,435,27
1828,27,679
1829,679,27
1830,27,860
1831,860,27
1832,27,1164
1833,1164,27
1834,28,309
1835,309,28
1836,28,1064
1837,1064,28
1838,28,1480
1839,1480,28
1840,29,32
1841,32,29
1842,29,35
1843,35,29
1844,29,399
1845,399,29
1846,29,957
1847,957,29
1848,29,1056
1849,1056,29
1850,29,1469
1851,1469,29
1852,29,1500
1853,1500,29
1854,30,519
1855,519,30
1856,30,723
1857,723,30
1858,30,920
1859,920,30
1860,30,1178
1861,1178,30
1862,31,399
1863,399,31
1864,31,525
1865,525,31
1866,31,1173
1867,1173,31
1868,31,1475
1869,1475,31
1870,32,393
1871,393,32
1872,32,1469
1873,1469,32
1874,32,1500
1875,1500,32
1876,33,296
1877,296,33
1878,33,335
1879,335,33
1880,33,627
1881,627,33
1882,33,754
1883,754,33
1884,33,960
1885,960,33
1886,33,1340
1887,1340,33
1888,34,329
1889,329,34
1890,34,782
1891,782,34
1892,34,975
1893,975,34
1894,34,1018
1895,1018,34
1896,34,1271
1897,1271,34
1898,35,399
1899,399,35
1900,35,957
1901,957,35
1902,36,244
1903,244,36
1904,36,979
1905,979,36
1906,37,177
1907,177,37
1908,37,461
1909,461,37
1910,37,614
1911,614,37
1912,37,1263
1913,1263,37
1914,37,1359
1915,1359,37
1916,38,547
1917,547,38
1918,38,659
1919,659,38
1920,38,1158
1921,1158,38
1922,38,1180
1923,1180,38
1924,39,134
1925,134,39
1926,39,469
1927,469,39
1928,39,478
1929,478,39
1930,39,1027
1931,1027,39
1932,39,1127
1933,1127,39
1934,39,1240
1935,1240,39
1936,40,169
1937,169,40
1938,40,224
1939,224,40
1940,40,848
1941,848,40
1942,40,1015
1943,1015,40
1944,40,1156
1945,1156,40
1946,41,138
1947,138,41
1948,41,233
1949,233,41
1950,41,241
1951,241,41
1952,41,749
1953,749,41
1954,41,864
1955,864,41
1956,41,928
1957,928,41
1958,41,1490
1959,1490,41
1960,42,45
1961,45,42
1962,42,162
1963,162,42
1964,42,374
1965,374,42
1966,42,449
1967,449,42
1968,42,602
1969,602,42
1970,42,633
1971,633,42
1972,42,1108
1973,1108,42
1974,43,125
